date,state,party,first_votes,first_share,second_votes,second_share
2025-02-23,Nordrhein-Westfalen,WerteUnion,2849.0,0.0,6736.0,0.1
2025-02-23,Nordrhein-Westfalen,WiR2020,,,,
2025-02-23,Nordrhein-Westfalen,Sonstige Parteien,8936.0,0.1,,
2025-02-23,Rheinland-Pfalz,Christlich Demokratische Union Deutschlands,831611.0,33.6,760623.0,30.6
2025-02-23,Rheinland-Pfalz,Alternative für Deutschland,476014.0,19.2,498695.0,20.1
2025-02-23,Rheinland-Pfalz,Sozialdemokratische Partei Deutschlands,573461.0,23.2,462705.0,18.6
2025-02-23,Rheinland-Pfalz,BÜNDNIS 90/DIE GRÜNEN,204080.0,8.3,256869.0,10.3
2025-02-23,Rheinland-Pfalz,Die Linke,123638.0,5.0,161867.0,6.5
2025-02-23,Rheinland-Pfalz,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Rheinland-Pfalz,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Rheinland-Pfalz,Allianz Deutscher Demokraten,,,,
2025-02-23,Rheinland-Pfalz,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Rheinland-Pfalz,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Rheinland-Pfalz,Bayernpartei,,,,
2025-02-23,Rheinland-Pfalz,"bergpartei, die überpartei",,,,
2025-02-23,Rheinland-Pfalz,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,80572.0,3.3,52013.0,2.1
2025-02-23,Rheinland-Pfalz,Bund für Gesamtdeutschland,,,,
2025-02-23,Rheinland-Pfalz,Bündnis 21/RRP,,,,
2025-02-23,Rheinland-Pfalz,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Rheinland-Pfalz,BÜNDNIS DEUTSCHLAND,2538.0,0.1,3884.0,0.2
2025-02-23,Rheinland-Pfalz,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Rheinland-Pfalz,Bündnis Grundeinkommen,,,,
2025-02-23,Rheinland-Pfalz,Bündnis Sahra Wagenknecht,54639.0,2.2,105103.0,4.2
2025-02-23,Rheinland-Pfalz,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Rheinland-Pfalz,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Rheinland-Pfalz,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Rheinland-Pfalz,Demokratie in Bewegung,,,,
2025-02-23,Rheinland-Pfalz,DER DRITTE WEG,,,,
2025-02-23,Rheinland-Pfalz,Deutsche Kommunistische Partei,,,,
2025-02-23,Rheinland-Pfalz,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Rheinland-Pfalz,Deutsche Mitte,,,,
2025-02-23,Rheinland-Pfalz,Die Einheit,,,,
2025-02-23,Rheinland-Pfalz,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Rheinland-Pfalz,Die Grauen - Für alle Generationen,,,,
2025-02-23,Rheinland-Pfalz,Die Heimat,,,,
2025-02-23,Rheinland-Pfalz,Die Partei,1440.0,0.1,11454.0,0.5
2025-02-23,Rheinland-Pfalz,DIE RECHTE,,,,
2025-02-23,Rheinland-Pfalz,DIE REPUBLIKANER,,,,
2025-02-23,Rheinland-Pfalz,DIE SONSTIGEN,,,,
2025-02-23,Rheinland-Pfalz,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Rheinland-Pfalz,Die Violetten,,,,
2025-02-23,Rheinland-Pfalz,diePinken/BÜNDNIS21,,,,
2025-02-23,Rheinland-Pfalz,Europäische Partei LIEBE,,,,
2025-02-23,Rheinland-Pfalz,Familien-Partei Deutschlands,,,,
2025-02-23,Rheinland-Pfalz,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Rheinland-Pfalz,Freie Demokratische Partei,83327.0,3.4,114047.0,4.6
2025-02-23,Rheinland-Pfalz,FREIE WÄHLER,,,,
2025-02-23,Rheinland-Pfalz,Gartenpartei,,,,
2025-02-23,Rheinland-Pfalz,Graue Panther,,,,
2025-02-23,Rheinland-Pfalz,Klimaliste Baden-Württemberg,,,,
2025-02-23,Rheinland-Pfalz,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Rheinland-Pfalz,Liberal-Konservative Reformer,,,,
2025-02-23,Rheinland-Pfalz,Lobbyisten für Kinder,,,,
2025-02-23,Rheinland-Pfalz,Marxistisch-Leninistische Partei Deutschlands,,,571.0,0.0
2025-02-23,Rheinland-Pfalz,Menschliche Welt,,,,
2025-02-23,Rheinland-Pfalz,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Rheinland-Pfalz,Mieterpartei,,,,
2025-02-23,Rheinland-Pfalz,Nein!-Idee,,,,
2025-02-23,Rheinland-Pfalz,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Rheinland-Pfalz,Ökologisch-Demokratische Partei,3611.0,0.1,4139.0,0.2
2025-02-23,Rheinland-Pfalz,Partei Bibeltreuer Christen,,,,
2025-02-23,Rheinland-Pfalz,Partei der Humanisten,,,,
2025-02-23,Rheinland-Pfalz,Partei der Nichtwähler,,,,
2025-02-23,Rheinland-Pfalz,Partei der Vernunft,,,,
2025-02-23,Rheinland-Pfalz,Partei des Fortschritts,,,,
2025-02-23,Rheinland-Pfalz,Partei für Verjüngungsforschung,,,,
2025-02-23,Rheinland-Pfalz,PARTEI MENSCH UMWELT TIERSCHUTZ,11109.0,0.4,31542.0,1.3
2025-02-23,Rheinland-Pfalz,Piratenpartei Deutschland,,,,
2025-02-23,Rheinland-Pfalz,RENTNER Partei Deutschland,,,,
2025-02-23,Rheinland-Pfalz,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Rheinland-Pfalz,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Rheinland-Pfalz,Südschleswigscher Wählerverband,,,,
2025-02-23,Rheinland-Pfalz,Thüringer Heimatpartei,,,,
2025-02-23,Rheinland-Pfalz,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Rheinland-Pfalz,Volt Deutschland,26409.0,1.1,18846.0,0.8
2025-02-23,Rheinland-Pfalz,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Rheinland-Pfalz,WerteUnion,,,,
2025-02-23,Rheinland-Pfalz,WiR2020,,,,
2025-02-23,Rheinland-Pfalz,Sonstige Parteien,602.0,0.0,,
2025-02-23,Saarland,Christlich Demokratische Union Deutschlands,177003.0,29.6,161113.0,26.9
2025-02-23,Saarland,Alternative für Deutschland,129177.0,21.6,129294.0,21.6
2025-02-23,Saarland,Sozialdemokratische Partei Deutschlands,178745.0,29.9,131136.0,21.9
2025-02-23,Saarland,BÜNDNIS 90/DIE GRÜNEN,30477.0,5.1,43371.0,7.2
2025-02-23,Saarland,Die Linke,41215.0,6.9,44080.0,7.4
2025-02-23,Saarland,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Saarland,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Saarland,Allianz Deutscher Demokraten,,,,
2025-02-23,Saarland,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Saarland,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Saarland,Bayernpartei,,,,
2025-02-23,Saarland,"bergpartei, die überpartei",,,,
2025-02-23,Saarland,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,19458.0,3.3,8476.0,1.4
2025-02-23,Saarland,Bund für Gesamtdeutschland,,,,
2025-02-23,Saarland,Bündnis 21/RRP,,,,
2025-02-23,Saarland,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Saarland,BÜNDNIS DEUTSCHLAND,,,1487.0,0.2
2025-02-23,Saarland,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Saarland,Bündnis Grundeinkommen,,,,
2025-02-23,Saarland,Bündnis Sahra Wagenknecht,,,37001.0,6.2
2025-02-23,Saarland,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Saarland,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Saarland,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Saarland,Demokratie in Bewegung,,,,
2025-02-23,Saarland,DER DRITTE WEG,,,,
2025-02-23,Saarland,Deutsche Kommunistische Partei,,,,
2025-02-23,Saarland,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Saarland,Deutsche Mitte,,,,
2025-02-23,Saarland,Die Einheit,,,,
2025-02-23,Saarland,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Saarland,Die Grauen - Für alle Generationen,,,,
2025-02-23,Saarland,Die Heimat,,,,
2025-02-23,Saarland,Die Partei,,,,
2025-02-23,Saarland,DIE RECHTE,,,,
2025-02-23,Saarland,DIE REPUBLIKANER,,,,
2025-02-23,Saarland,DIE SONSTIGEN,,,,
2025-02-23,Saarland,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Saarland,Die Violetten,,,,
2025-02-23,Saarland,diePinken/BÜNDNIS21,,,,
2025-02-23,Saarland,Europäische Partei LIEBE,,,,
2025-02-23,Saarland,Familien-Partei Deutschlands,,,,
2025-02-23,Saarland,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Saarland,Freie Demokratische Partei,20611.0,3.5,25725.0,4.3
2025-02-23,Saarland,FREIE WÄHLER,,,,
2025-02-23,Saarland,Gartenpartei,,,,
2025-02-23,Saarland,Graue Panther,,,,
2025-02-23,Saarland,Klimaliste Baden-Württemberg,,,,
2025-02-23,Saarland,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Saarland,Liberal-Konservative Reformer,,,,
2025-02-23,Saarland,Lobbyisten für Kinder,,,,
2025-02-23,Saarland,Marxistisch-Leninistische Partei Deutschlands,556.0,0.1,304.0,0.1
2025-02-23,Saarland,Menschliche Welt,,,,
2025-02-23,Saarland,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Saarland,Mieterpartei,,,,
2025-02-23,Saarland,Nein!-Idee,,,,
2025-02-23,Saarland,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Saarland,Ökologisch-Demokratische Partei,,,,
2025-02-23,Saarland,Partei Bibeltreuer Christen,,,,
2025-02-23,Saarland,Partei der Humanisten,,,,
2025-02-23,Saarland,Partei der Nichtwähler,,,,
2025-02-23,Saarland,Partei der Vernunft,,,,
2025-02-23,Saarland,Partei des Fortschritts,,,,
2025-02-23,Saarland,Partei für Verjüngungsforschung,,,,
2025-02-23,Saarland,PARTEI MENSCH UMWELT TIERSCHUTZ,,,12263.0,2.0
2025-02-23,Saarland,Piratenpartei Deutschland,,,1753.0,0.3
2025-02-23,Saarland,RENTNER Partei Deutschland,,,,
2025-02-23,Saarland,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Saarland,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Saarland,Südschleswigscher Wählerverband,,,,
2025-02-23,Saarland,Thüringer Heimatpartei,,,,
2025-02-23,Saarland,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Saarland,Volt Deutschland,,,3720.0,0.6
2025-02-23,Saarland,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Saarland,WerteUnion,,,,
2025-02-23,Saarland,WiR2020,,,,
2025-02-23,Saarland,Sonstige Parteien,,,,
2025-02-23,Sachsen,Christlich Demokratische Union Deutschlands,612826.0,23.9,507247.0,19.7
2025-02-23,Sachsen,Alternative für Deutschland,986060.0,38.5,958401.0,37.3
2025-02-23,Sachsen,Sozialdemokratische Partei Deutschlands,247349.0,9.7,217144.0,8.5
2025-02-23,Sachsen,BÜNDNIS 90/DIE GRÜNEN,129025.0,5.0,167269.0,6.5
2025-02-23,Sachsen,Die Linke,326830.0,12.8,290462.0,11.3
2025-02-23,Sachsen,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Sachsen,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Sachsen,Allianz Deutscher Demokraten,,,,
2025-02-23,Sachsen,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Sachsen,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Sachsen,Bayernpartei,,,,
2025-02-23,Sachsen,"bergpartei, die überpartei",,,,
2025-02-23,Sachsen,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,71775.0,2.8,40139.0,1.6
2025-02-23,Sachsen,Bund für Gesamtdeutschland,,,,
2025-02-23,Sachsen,Bündnis 21/RRP,,,,
2025-02-23,Sachsen,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Sachsen,BÜNDNIS DEUTSCHLAND,11666.0,0.5,7435.0,0.3
2025-02-23,Sachsen,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Sachsen,Bündnis Grundeinkommen,,,,
2025-02-23,Sachsen,Bündnis Sahra Wagenknecht,79556.0,3.1,232257.0,9.0
2025-02-23,Sachsen,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Sachsen,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Sachsen,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Sachsen,Demokratie in Bewegung,,,,
2025-02-23,Sachsen,DER DRITTE WEG,,,,
2025-02-23,Sachsen,Deutsche Kommunistische Partei,,,,
2025-02-23,Sachsen,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Sachsen,Deutsche Mitte,,,,
2025-02-23,Sachsen,Die Einheit,,,,
2025-02-23,Sachsen,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Sachsen,Die Grauen - Für alle Generationen,,,,
2025-02-23,Sachsen,Die Heimat,,,,
2025-02-23,Sachsen,Die Partei,12288.0,0.5,13692.0,0.5
2025-02-23,Sachsen,DIE RECHTE,,,,
2025-02-23,Sachsen,DIE REPUBLIKANER,,,,
2025-02-23,Sachsen,DIE SONSTIGEN,,,,
2025-02-23,Sachsen,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Sachsen,Die Violetten,,,,
2025-02-23,Sachsen,diePinken/BÜNDNIS21,,,,
2025-02-23,Sachsen,Europäische Partei LIEBE,,,,
2025-02-23,Sachsen,Familien-Partei Deutschlands,,,,
2025-02-23,Sachsen,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Sachsen,Freie Demokratische Partei,69629.0,2.7,83436.0,3.2
2025-02-23,Sachsen,FREIE WÄHLER,,,,
2025-02-23,Sachsen,Gartenpartei,,,,
2025-02-23,Sachsen,Graue Panther,,,,
2025-02-23,Sachsen,Klimaliste Baden-Württemberg,,,,
2025-02-23,Sachsen,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Sachsen,Liberal-Konservative Reformer,,,,
2025-02-23,Sachsen,Lobbyisten für Kinder,,,,
2025-02-23,Sachsen,Marxistisch-Leninistische Partei Deutschlands,772.0,0.0,1116.0,0.0
2025-02-23,Sachsen,Menschliche Welt,,,,
2025-02-23,Sachsen,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Sachsen,Mieterpartei,,,,
2025-02-23,Sachsen,Nein!-Idee,,,,
2025-02-23,Sachsen,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Sachsen,Ökologisch-Demokratische Partei,,,,
2025-02-23,Sachsen,Partei Bibeltreuer Christen,,,,
2025-02-23,Sachsen,Partei der Humanisten,1258.0,0.0,2472.0,0.1
2025-02-23,Sachsen,Partei der Nichtwähler,,,,
2025-02-23,Sachsen,Partei der Vernunft,,,,
2025-02-23,Sachsen,Partei des Fortschritts,,,,
2025-02-23,Sachsen,Partei für Verjüngungsforschung,,,,
2025-02-23,Sachsen,PARTEI MENSCH UMWELT TIERSCHUTZ,,,29743.0,1.2
2025-02-23,Sachsen,Piratenpartei Deutschland,,,4018.0,0.2
2025-02-23,Sachsen,RENTNER Partei Deutschland,,,,
2025-02-23,Sachsen,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Sachsen,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Sachsen,Südschleswigscher Wählerverband,,,,
2025-02-23,Sachsen,Thüringer Heimatpartei,,,,
2025-02-23,Sachsen,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Sachsen,Volt Deutschland,10766.0,0.4,14741.0,0.6
2025-02-23,Sachsen,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Sachsen,WerteUnion,,,,
2025-02-23,Sachsen,WiR2020,,,,
2025-02-23,Sachsen,Sonstige Parteien,2975.0,0.1,,
2025-02-23,Sachsen-Anhalt,Christlich Demokratische Union Deutschlands,313319.0,23.5,256538.0,19.2
2025-02-23,Sachsen-Anhalt,Alternative für Deutschland,515634.0,38.8,496110.0,37.1
2025-02-23,Sachsen-Anhalt,Sozialdemokratische Partei Deutschlands,183951.0,13.8,146535.0,11.0
2025-02-23,Sachsen-Anhalt,BÜNDNIS 90/DIE GRÜNEN,48599.0,3.7,59077.0,4.4
2025-02-23,Sachsen-Anhalt,Die Linke,165818.0,12.5,143807.0,10.8
2025-02-23,Sachsen-Anhalt,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Sachsen-Anhalt,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Sachsen-Anhalt,Allianz Deutscher Demokraten,,,,
2025-02-23,Sachsen-Anhalt,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Sachsen-Anhalt,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Sachsen-Anhalt,Bayernpartei,,,,
2025-02-23,Sachsen-Anhalt,"bergpartei, die überpartei",,,,
2025-02-23,Sachsen-Anhalt,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,42363.0,3.2,18449.0,1.4
2025-02-23,Sachsen-Anhalt,Bund für Gesamtdeutschland,,,,
2025-02-23,Sachsen-Anhalt,Bündnis 21/RRP,,,,
2025-02-23,Sachsen-Anhalt,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Sachsen-Anhalt,BÜNDNIS DEUTSCHLAND,8481.0,0.6,4517.0,0.3
2025-02-23,Sachsen-Anhalt,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Sachsen-Anhalt,Bündnis Grundeinkommen,,,,
2025-02-23,Sachsen-Anhalt,Bündnis Sahra Wagenknecht,,,150411.0,11.2
2025-02-23,Sachsen-Anhalt,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Sachsen-Anhalt,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Sachsen-Anhalt,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Sachsen-Anhalt,Demokratie in Bewegung,,,,
2025-02-23,Sachsen-Anhalt,DER DRITTE WEG,,,,
2025-02-23,Sachsen-Anhalt,Deutsche Kommunistische Partei,,,,
2025-02-23,Sachsen-Anhalt,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Sachsen-Anhalt,Deutsche Mitte,,,,
2025-02-23,Sachsen-Anhalt,Die Einheit,,,,
2025-02-23,Sachsen-Anhalt,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Sachsen-Anhalt,Die Grauen - Für alle Generationen,,,,
2025-02-23,Sachsen-Anhalt,Die Heimat,,,,
2025-02-23,Sachsen-Anhalt,Die Partei,5138.0,0.4,11038.0,0.8
2025-02-23,Sachsen-Anhalt,DIE RECHTE,,,,
2025-02-23,Sachsen-Anhalt,DIE REPUBLIKANER,,,,
2025-02-23,Sachsen-Anhalt,DIE SONSTIGEN,,,,
2025-02-23,Sachsen-Anhalt,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Sachsen-Anhalt,Die Violetten,,,,
2025-02-23,Sachsen-Anhalt,diePinken/BÜNDNIS21,,,,
2025-02-23,Sachsen-Anhalt,Europäische Partei LIEBE,,,,
2025-02-23,Sachsen-Anhalt,Familien-Partei Deutschlands,,,,
2025-02-23,Sachsen-Anhalt,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Sachsen-Anhalt,Freie Demokratische Partei,37603.0,2.8,41251.0,3.1
2025-02-23,Sachsen-Anhalt,FREIE WÄHLER,,,,
2025-02-23,Sachsen-Anhalt,Gartenpartei,,,,
2025-02-23,Sachsen-Anhalt,Graue Panther,,,,
2025-02-23,Sachsen-Anhalt,Klimaliste Baden-Württemberg,,,,
2025-02-23,Sachsen-Anhalt,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Sachsen-Anhalt,Liberal-Konservative Reformer,,,,
2025-02-23,Sachsen-Anhalt,Lobbyisten für Kinder,,,,
2025-02-23,Sachsen-Anhalt,Marxistisch-Leninistische Partei Deutschlands,1339.0,0.1,1132.0,0.1
2025-02-23,Sachsen-Anhalt,Menschliche Welt,,,,
2025-02-23,Sachsen-Anhalt,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Sachsen-Anhalt,Mieterpartei,,,,
2025-02-23,Sachsen-Anhalt,Nein!-Idee,,,,
2025-02-23,Sachsen-Anhalt,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Sachsen-Anhalt,Ökologisch-Demokratische Partei,,,,
2025-02-23,Sachsen-Anhalt,Partei Bibeltreuer Christen,,,,
2025-02-23,Sachsen-Anhalt,Partei der Humanisten,,,,
2025-02-23,Sachsen-Anhalt,Partei der Nichtwähler,,,,
2025-02-23,Sachsen-Anhalt,Partei der Vernunft,,,,
2025-02-23,Sachsen-Anhalt,Partei des Fortschritts,,,,
2025-02-23,Sachsen-Anhalt,Partei für Verjüngungsforschung,,,,
2025-02-23,Sachsen-Anhalt,PARTEI MENSCH UMWELT TIERSCHUTZ,,,,
2025-02-23,Sachsen-Anhalt,Piratenpartei Deutschland,,,,
2025-02-23,Sachsen-Anhalt,RENTNER Partei Deutschland,,,,
2025-02-23,Sachsen-Anhalt,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Sachsen-Anhalt,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Sachsen-Anhalt,Südschleswigscher Wählerverband,,,,
2025-02-23,Sachsen-Anhalt,Thüringer Heimatpartei,,,,
2025-02-23,Sachsen-Anhalt,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Sachsen-Anhalt,Volt Deutschland,,,8484.0,0.6
2025-02-23,Sachsen-Anhalt,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Sachsen-Anhalt,WerteUnion,,,,
2025-02-23,Sachsen-Anhalt,WiR2020,,,,
2025-02-23,Sachsen-Anhalt,Sonstige Parteien,8299.0,0.6,,
2025-02-23,Schleswig-Holstein,Christlich Demokratische Union Deutschlands,573541.0,30.6,518424.0,27.6
2025-02-23,Schleswig-Holstein,Alternative für Deutschland,302259.0,16.1,306165.0,16.3
2025-02-23,Schleswig-Holstein,Sozialdemokratische Partei Deutschlands,424485.0,22.6,352546.0,18.8
2025-02-23,Schleswig-Holstein,BÜNDNIS 90/DIE GRÜNEN,279298.0,14.9,279923.0,14.9
2025-02-23,Schleswig-Holstein,Die Linke,115098.0,6.1,146428.0,7.8
2025-02-23,Schleswig-Holstein,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Schleswig-Holstein,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Schleswig-Holstein,Allianz Deutscher Demokraten,,,,
2025-02-23,Schleswig-Holstein,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Schleswig-Holstein,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Schleswig-Holstein,Bayernpartei,,,,
2025-02-23,Schleswig-Holstein,"bergpartei, die überpartei",,,,
2025-02-23,Schleswig-Holstein,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,25139.0,1.3,13675.0,0.7
2025-02-23,Schleswig-Holstein,Bund für Gesamtdeutschland,,,,
2025-02-23,Schleswig-Holstein,Bündnis 21/RRP,,,,
2025-02-23,Schleswig-Holstein,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Schleswig-Holstein,BÜNDNIS DEUTSCHLAND,3227.0,0.2,2981.0,0.2
2025-02-23,Schleswig-Holstein,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Schleswig-Holstein,Bündnis Grundeinkommen,,,,
2025-02-23,Schleswig-Holstein,Bündnis Sahra Wagenknecht,,,64777.0,3.4
2025-02-23,Schleswig-Holstein,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Schleswig-Holstein,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Schleswig-Holstein,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Schleswig-Holstein,Demokratie in Bewegung,,,,
2025-02-23,Schleswig-Holstein,DER DRITTE WEG,,,,
2025-02-23,Schleswig-Holstein,Deutsche Kommunistische Partei,,,,
2025-02-23,Schleswig-Holstein,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Schleswig-Holstein,Deutsche Mitte,,,,
2025-02-23,Schleswig-Holstein,Die Einheit,,,,
2025-02-23,Schleswig-Holstein,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Schleswig-Holstein,Die Grauen - Für alle Generationen,,,,
2025-02-23,Schleswig-Holstein,Die Heimat,,,,
2025-02-23,Schleswig-Holstein,Die Partei,2021.0,0.1,13729.0,0.7
2025-02-23,Schleswig-Holstein,DIE RECHTE,,,,
2025-02-23,Schleswig-Holstein,DIE REPUBLIKANER,,,,
2025-02-23,Schleswig-Holstein,DIE SONSTIGEN,,,,
2025-02-23,Schleswig-Holstein,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Schleswig-Holstein,Die Violetten,,,,
2025-02-23,Schleswig-Holstein,diePinken/BÜNDNIS21,,,,
2025-02-23,Schleswig-Holstein,Europäische Partei LIEBE,,,,
2025-02-23,Schleswig-Holstein,Familien-Partei Deutschlands,,,,
2025-02-23,Schleswig-Holstein,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Schleswig-Holstein,Freie Demokratische Partei,67541.0,3.6,88147.0,4.7
2025-02-23,Schleswig-Holstein,FREIE WÄHLER,,,,
2025-02-23,Schleswig-Holstein,Gartenpartei,,,,
2025-02-23,Schleswig-Holstein,Graue Panther,,,,
2025-02-23,Schleswig-Holstein,Klimaliste Baden-Württemberg,,,,
2025-02-23,Schleswig-Holstein,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Schleswig-Holstein,Liberal-Konservative Reformer,,,,
2025-02-23,Schleswig-Holstein,Lobbyisten für Kinder,,,,
2025-02-23,Schleswig-Holstein,Marxistisch-Leninistische Partei Deutschlands,286.0,0.0,576.0,0.0
2025-02-23,Schleswig-Holstein,Menschliche Welt,,,,
2025-02-23,Schleswig-Holstein,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Schleswig-Holstein,Mieterpartei,,,,
2025-02-23,Schleswig-Holstein,Nein!-Idee,,,,
2025-02-23,Schleswig-Holstein,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Schleswig-Holstein,Ökologisch-Demokratische Partei,,,,
2025-02-23,Schleswig-Holstein,Partei Bibeltreuer Christen,,,,
2025-02-23,Schleswig-Holstein,Partei der Humanisten,,,,
2025-02-23,Schleswig-Holstein,Partei der Nichtwähler,,,,
2025-02-23,Schleswig-Holstein,Partei der Vernunft,,,,
2025-02-23,Schleswig-Holstein,Partei des Fortschritts,,,,
2025-02-23,Schleswig-Holstein,Partei für Verjüngungsforschung,,,,
2025-02-23,Schleswig-Holstein,PARTEI MENSCH UMWELT TIERSCHUTZ,,,,
