date,state,party,first_votes,first_share,second_votes,second_share
2025-02-23,Hamburg,"bergpartei, die überpartei",,,,
2025-02-23,Hamburg,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,9714.0,0.9,3866.0,0.4
2025-02-23,Hamburg,Bund für Gesamtdeutschland,,,,
2025-02-23,Hamburg,Bündnis 21/RRP,,,,
2025-02-23,Hamburg,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Hamburg,BÜNDNIS DEUTSCHLAND,,,1279.0,0.1
2025-02-23,Hamburg,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Hamburg,Bündnis Grundeinkommen,,,,
2025-02-23,Hamburg,Bündnis Sahra Wagenknecht,,,41919.0,4.0
2025-02-23,Hamburg,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Hamburg,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Hamburg,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Hamburg,Demokratie in Bewegung,,,,
2025-02-23,Hamburg,DER DRITTE WEG,,,,
2025-02-23,Hamburg,Deutsche Kommunistische Partei,,,,
2025-02-23,Hamburg,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Hamburg,Deutsche Mitte,,,,
2025-02-23,Hamburg,Die Einheit,,,,
2025-02-23,Hamburg,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Hamburg,Die Grauen - Für alle Generationen,,,,
2025-02-23,Hamburg,Die Heimat,,,,
2025-02-23,Hamburg,Die Partei,,,4518.0,0.4
2025-02-23,Hamburg,DIE RECHTE,,,,
2025-02-23,Hamburg,DIE REPUBLIKANER,,,,
2025-02-23,Hamburg,DIE SONSTIGEN,,,,
2025-02-23,Hamburg,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Hamburg,Die Violetten,,,,
2025-02-23,Hamburg,diePinken/BÜNDNIS21,,,,
2025-02-23,Hamburg,Europäische Partei LIEBE,,,,
2025-02-23,Hamburg,Familien-Partei Deutschlands,,,,
2025-02-23,Hamburg,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Hamburg,Freie Demokratische Partei,35299.0,3.4,47115.0,4.5
2025-02-23,Hamburg,FREIE WÄHLER,,,,
2025-02-23,Hamburg,Gartenpartei,,,,
2025-02-23,Hamburg,Graue Panther,,,,
2025-02-23,Hamburg,Klimaliste Baden-Württemberg,,,,
2025-02-23,Hamburg,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Hamburg,Liberal-Konservative Reformer,,,,
2025-02-23,Hamburg,Lobbyisten für Kinder,,,,
2025-02-23,Hamburg,Marxistisch-Leninistische Partei Deutschlands,1642.0,0.2,528.0,0.1
2025-02-23,Hamburg,Menschliche Welt,,,,
2025-02-23,Hamburg,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Hamburg,Mieterpartei,,,,
2025-02-23,Hamburg,Nein!-Idee,,,,
2025-02-23,Hamburg,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Hamburg,Ökologisch-Demokratische Partei,,,,
2025-02-23,Hamburg,Partei Bibeltreuer Christen,,,,
2025-02-23,Hamburg,Partei der Humanisten,,,,
2025-02-23,Hamburg,Partei der Nichtwähler,,,,
2025-02-23,Hamburg,Partei der Vernunft,,,,
2025-02-23,Hamburg,Partei des Fortschritts,,,,
2025-02-23,Hamburg,Partei für Verjüngungsforschung,,,,
2025-02-23,Hamburg,PARTEI MENSCH UMWELT TIERSCHUTZ,,,9735.0,0.9
2025-02-23,Hamburg,Piratenpartei Deutschland,,,,
2025-02-23,Hamburg,RENTNER Partei Deutschland,,,,
2025-02-23,Hamburg,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Hamburg,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Hamburg,Südschleswigscher Wählerverband,,,,
2025-02-23,Hamburg,Thüringer Heimatpartei,,,,
2025-02-23,Hamburg,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Hamburg,Volt Deutschland,11921.0,1.1,15549.0,1.5
2025-02-23,Hamburg,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Hamburg,WerteUnion,,,,
2025-02-23,Hamburg,WiR2020,,,,
2025-02-23,Hamburg,Sonstige Parteien,,,,
2025-02-23,Hessen,Christlich Demokratische Union Deutschlands,1154330.0,32.3,1033842.0,28.9
2025-02-23,Hessen,Alternative für Deutschland,633669.0,17.7,636778.0,17.8
2025-02-23,Hessen,Sozialdemokratische Partei Deutschlands,843094.0,23.6,657510.0,18.4
2025-02-23,Hessen,BÜNDNIS 90/DIE GRÜNEN,411127.0,11.5,451510.0,12.6
2025-02-23,Hessen,Die Linke,256907.0,7.2,311058.0,8.7
2025-02-23,Hessen,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Hessen,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Hessen,Allianz Deutscher Demokraten,,,,
2025-02-23,Hessen,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Hessen,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Hessen,Bayernpartei,,,,
2025-02-23,Hessen,"bergpartei, die überpartei",,,,
2025-02-23,Hessen,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,80795.0,2.3,46567.0,1.3
2025-02-23,Hessen,Bund für Gesamtdeutschland,,,,
2025-02-23,Hessen,Bündnis 21/RRP,,,,
2025-02-23,Hessen,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Hessen,BÜNDNIS DEUTSCHLAND,3040.0,0.1,5740.0,0.2
2025-02-23,Hessen,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Hessen,Bündnis Grundeinkommen,,,,
2025-02-23,Hessen,Bündnis Sahra Wagenknecht,,,158653.0,4.4
2025-02-23,Hessen,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Hessen,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Hessen,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Hessen,Demokratie in Bewegung,,,,
2025-02-23,Hessen,DER DRITTE WEG,,,,
2025-02-23,Hessen,Deutsche Kommunistische Partei,,,,
2025-02-23,Hessen,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Hessen,Deutsche Mitte,,,,
2025-02-23,Hessen,Die Einheit,,,,
2025-02-23,Hessen,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Hessen,Die Grauen - Für alle Generationen,,,,
2025-02-23,Hessen,Die Heimat,,,,
2025-02-23,Hessen,Die Partei,7004.0,0.2,18111.0,0.5
2025-02-23,Hessen,DIE RECHTE,,,,
2025-02-23,Hessen,DIE REPUBLIKANER,,,,
2025-02-23,Hessen,DIE SONSTIGEN,,,,
2025-02-23,Hessen,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Hessen,Die Violetten,,,,
2025-02-23,Hessen,diePinken/BÜNDNIS21,,,,
2025-02-23,Hessen,Europäische Partei LIEBE,,,,
2025-02-23,Hessen,Familien-Partei Deutschlands,,,,
2025-02-23,Hessen,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Hessen,Freie Demokratische Partei,128781.0,3.6,180823.0,5.0
2025-02-23,Hessen,FREIE WÄHLER,,,,
2025-02-23,Hessen,Gartenpartei,,,,
2025-02-23,Hessen,Graue Panther,,,,
2025-02-23,Hessen,Klimaliste Baden-Württemberg,,,,
2025-02-23,Hessen,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Hessen,Liberal-Konservative Reformer,,,,
2025-02-23,Hessen,Lobbyisten für Kinder,,,,
2025-02-23,Hessen,Marxistisch-Leninistische Partei Deutschlands,1448.0,0.0,1170.0,0.0
2025-02-23,Hessen,Menschliche Welt,,,,
2025-02-23,Hessen,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Hessen,Mieterpartei,,,,
2025-02-23,Hessen,Nein!-Idee,,,,
2025-02-23,Hessen,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Hessen,Ökologisch-Demokratische Partei,,,,
2025-02-23,Hessen,Partei Bibeltreuer Christen,,,,
2025-02-23,Hessen,Partei der Humanisten,,,3014.0,0.1
2025-02-23,Hessen,Partei der Nichtwähler,,,,
2025-02-23,Hessen,Partei der Vernunft,,,,
2025-02-23,Hessen,Partei des Fortschritts,,,,
2025-02-23,Hessen,Partei für Verjüngungsforschung,,,,
2025-02-23,Hessen,PARTEI MENSCH UMWELT TIERSCHUTZ,2772.0,0.1,44516.0,1.2
2025-02-23,Hessen,Piratenpartei Deutschland,,,,
2025-02-23,Hessen,RENTNER Partei Deutschland,,,,
2025-02-23,Hessen,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Hessen,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Hessen,Südschleswigscher Wählerverband,,,,
2025-02-23,Hessen,Thüringer Heimatpartei,,,,
2025-02-23,Hessen,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Hessen,Volt Deutschland,47890.0,1.3,31542.0,0.9
2025-02-23,Hessen,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Hessen,WerteUnion,,,,
2025-02-23,Hessen,WiR2020,,,,
2025-02-23,Hessen,Sonstige Parteien,1975.0,0.1,,
2025-02-23,Mecklenburg-Vorpommern,Christlich Demokratische Union Deutschlands,205786.0,20.2,181956.0,17.8
2025-02-23,Mecklenburg-Vorpommern,Alternative für Deutschland,376846.0,37.0,357361.0,35.0
2025-02-23,Mecklenburg-Vorpommern,Sozialdemokratische Partei Deutschlands,179547.0,17.6,126687.0,12.4
2025-02-23,Mecklenburg-Vorpommern,BÜNDNIS 90/DIE GRÜNEN,36898.0,3.6,54719.0,5.4
2025-02-23,Mecklenburg-Vorpommern,Die Linke,144778.0,14.2,123059.0,12.0
2025-02-23,Mecklenburg-Vorpommern,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Mecklenburg-Vorpommern,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Mecklenburg-Vorpommern,Allianz Deutscher Demokraten,,,,
2025-02-23,Mecklenburg-Vorpommern,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Mecklenburg-Vorpommern,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,Bayernpartei,,,,
2025-02-23,Mecklenburg-Vorpommern,"bergpartei, die überpartei",,,,
2025-02-23,Mecklenburg-Vorpommern,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,27571.0,2.7,10814.0,1.1
2025-02-23,Mecklenburg-Vorpommern,Bund für Gesamtdeutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,Bündnis 21/RRP,,,,
2025-02-23,Mecklenburg-Vorpommern,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,BÜNDNIS DEUTSCHLAND,6839.0,0.7,3248.0,0.3
2025-02-23,Mecklenburg-Vorpommern,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Mecklenburg-Vorpommern,Bündnis Grundeinkommen,,,,
2025-02-23,Mecklenburg-Vorpommern,Bündnis Sahra Wagenknecht,,,107872.0,10.6
2025-02-23,Mecklenburg-Vorpommern,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Mecklenburg-Vorpommern,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Mecklenburg-Vorpommern,Demokratie in Bewegung,,,,
2025-02-23,Mecklenburg-Vorpommern,DER DRITTE WEG,,,,
2025-02-23,Mecklenburg-Vorpommern,Deutsche Kommunistische Partei,,,,
2025-02-23,Mecklenburg-Vorpommern,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Mecklenburg-Vorpommern,Deutsche Mitte,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Einheit,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Grauen - Für alle Generationen,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Heimat,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Partei,,,,
2025-02-23,Mecklenburg-Vorpommern,DIE RECHTE,,,,
2025-02-23,Mecklenburg-Vorpommern,DIE REPUBLIKANER,,,,
2025-02-23,Mecklenburg-Vorpommern,DIE SONSTIGEN,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Mecklenburg-Vorpommern,Die Violetten,,,,
2025-02-23,Mecklenburg-Vorpommern,diePinken/BÜNDNIS21,,,,
2025-02-23,Mecklenburg-Vorpommern,Europäische Partei LIEBE,,,,
2025-02-23,Mecklenburg-Vorpommern,Familien-Partei Deutschlands,,,,
2025-02-23,Mecklenburg-Vorpommern,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Mecklenburg-Vorpommern,Freie Demokratische Partei,29339.0,2.9,32678.0,3.2
2025-02-23,Mecklenburg-Vorpommern,FREIE WÄHLER,,,,
2025-02-23,Mecklenburg-Vorpommern,Gartenpartei,,,,
2025-02-23,Mecklenburg-Vorpommern,Graue Panther,,,,
2025-02-23,Mecklenburg-Vorpommern,Klimaliste Baden-Württemberg,,,,
2025-02-23,Mecklenburg-Vorpommern,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Mecklenburg-Vorpommern,Liberal-Konservative Reformer,,,,
2025-02-23,Mecklenburg-Vorpommern,Lobbyisten für Kinder,,,,
2025-02-23,Mecklenburg-Vorpommern,Marxistisch-Leninistische Partei Deutschlands,1284.0,0.1,842.0,0.1
2025-02-23,Mecklenburg-Vorpommern,Menschliche Welt,,,,
2025-02-23,Mecklenburg-Vorpommern,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Mecklenburg-Vorpommern,Mieterpartei,,,,
2025-02-23,Mecklenburg-Vorpommern,Nein!-Idee,,,,
2025-02-23,Mecklenburg-Vorpommern,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Mecklenburg-Vorpommern,Ökologisch-Demokratische Partei,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei Bibeltreuer Christen,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei der Humanisten,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei der Nichtwähler,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei der Vernunft,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei des Fortschritts,,,,
2025-02-23,Mecklenburg-Vorpommern,Partei für Verjüngungsforschung,,,,
2025-02-23,Mecklenburg-Vorpommern,PARTEI MENSCH UMWELT TIERSCHUTZ,6199.0,0.6,15656.0,1.5
2025-02-23,Mecklenburg-Vorpommern,Piratenpartei Deutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,RENTNER Partei Deutschland,,,,
2025-02-23,Mecklenburg-Vorpommern,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Mecklenburg-Vorpommern,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Mecklenburg-Vorpommern,Südschleswigscher Wählerverband,,,,
2025-02-23,Mecklenburg-Vorpommern,Thüringer Heimatpartei,,,,
2025-02-23,Mecklenburg-Vorpommern,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Mecklenburg-Vorpommern,Volt Deutschland,,,6350.0,0.6
2025-02-23,Mecklenburg-Vorpommern,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Mecklenburg-Vorpommern,WerteUnion,,,,
2025-02-23,Mecklenburg-Vorpommern,WiR2020,,,,
2025-02-23,Mecklenburg-Vorpommern,Sonstige Parteien,2636.0,0.3,,
2025-02-23,Niedersachsen,Christlich Demokratische Union Deutschlands,1558417.0,31.1,1410418.0,28.1
2025-02-23,Niedersachsen,Alternative für Deutschland,881225.0,17.6,894540.0,17.8
2025-02-23,Niedersachsen,Sozialdemokratische Partei Deutschlands,1469704.0,29.4,1153523.0,23.0
2025-02-23,Niedersachsen,BÜNDNIS 90/DIE GRÜNEN,487326.0,9.7,576845.0,11.5
2025-02-23,Niedersachsen,Die Linke,321569.0,6.4,405519.0,8.1
2025-02-23,Niedersachsen,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Niedersachsen,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Niedersachsen,Allianz Deutscher Demokraten,,,,
2025-02-23,Niedersachsen,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Niedersachsen,Basisdemokratische Partei Deutschland,4126.0,0.1,12466.0,0.2
2025-02-23,Niedersachsen,Bayernpartei,,,,
2025-02-23,Niedersachsen,"bergpartei, die überpartei",,,,
2025-02-23,Niedersachsen,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,68432.0,1.4,37628.0,0.8
2025-02-23,Niedersachsen,Bund für Gesamtdeutschland,,,,
2025-02-23,Niedersachsen,Bündnis 21/RRP,,,,
2025-02-23,Niedersachsen,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Niedersachsen,BÜNDNIS DEUTSCHLAND,4332.0,0.1,6290.0,0.1
2025-02-23,Niedersachsen,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Niedersachsen,Bündnis Grundeinkommen,,,,
2025-02-23,Niedersachsen,Bündnis Sahra Wagenknecht,,,189376.0,3.8
2025-02-23,Niedersachsen,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Niedersachsen,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Niedersachsen,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Niedersachsen,Demokratie in Bewegung,,,,
2025-02-23,Niedersachsen,DER DRITTE WEG,,,,
2025-02-23,Niedersachsen,Deutsche Kommunistische Partei,,,,
2025-02-23,Niedersachsen,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Niedersachsen,Deutsche Mitte,,,,
2025-02-23,Niedersachsen,Die Einheit,,,,
2025-02-23,Niedersachsen,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Niedersachsen,Die Grauen - Für alle Generationen,,,,
2025-02-23,Niedersachsen,Die Heimat,,,,
2025-02-23,Niedersachsen,Die Partei,4541.0,0.1,22360.0,0.4
2025-02-23,Niedersachsen,DIE RECHTE,,,,
2025-02-23,Niedersachsen,DIE REPUBLIKANER,,,,
2025-02-23,Niedersachsen,DIE SONSTIGEN,,,,
2025-02-23,Niedersachsen,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Niedersachsen,Die Violetten,,,,
2025-02-23,Niedersachsen,diePinken/BÜNDNIS21,,,,
2025-02-23,Niedersachsen,Europäische Partei LIEBE,,,,
2025-02-23,Niedersachsen,Familien-Partei Deutschlands,,,,
2025-02-23,Niedersachsen,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Niedersachsen,Freie Demokratische Partei,148320.0,3.0,205163.0,4.1
2025-02-23,Niedersachsen,FREIE WÄHLER,,,,
2025-02-23,Niedersachsen,Gartenpartei,,,,
2025-02-23,Niedersachsen,Graue Panther,,,,
2025-02-23,Niedersachsen,Klimaliste Baden-Württemberg,,,,
2025-02-23,Niedersachsen,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Niedersachsen,Liberal-Konservative Reformer,,,,
2025-02-23,Niedersachsen,Lobbyisten für Kinder,,,,
2025-02-23,Niedersachsen,Marxistisch-Leninistische Partei Deutschlands,1334.0,0.0,1242.0,0.0
2025-02-23,Niedersachsen,Menschliche Welt,,,,
2025-02-23,Niedersachsen,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Niedersachsen,Mieterpartei,,,,
2025-02-23,Niedersachsen,Nein!-Idee,,,,
2025-02-23,Niedersachsen,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Niedersachsen,Ökologisch-Demokratische Partei,,,,
2025-02-23,Niedersachsen,Partei Bibeltreuer Christen,,,,
2025-02-23,Niedersachsen,Partei der Humanisten,,,3342.0,0.1
2025-02-23,Niedersachsen,Partei der Nichtwähler,,,,
2025-02-23,Niedersachsen,Partei der Vernunft,,,,
2025-02-23,Niedersachsen,Partei des Fortschritts,,,,
2025-02-23,Niedersachsen,Partei für Verjüngungsforschung,,,,
2025-02-23,Niedersachsen,PARTEI MENSCH UMWELT TIERSCHUTZ,7649.0,0.2,58107.0,1.2
2025-02-23,Niedersachsen,Piratenpartei Deutschland,2151.0,0.0,8029.0,0.2
2025-02-23,Niedersachsen,RENTNER Partei Deutschland,,,,
2025-02-23,Niedersachsen,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Niedersachsen,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Niedersachsen,Südschleswigscher Wählerverband,,,,
2025-02-23,Niedersachsen,Thüringer Heimatpartei,,,,
2025-02-23,Niedersachsen,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Niedersachsen,Volt Deutschland,40077.0,0.8,30488.0,0.6
2025-02-23,Niedersachsen,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Niedersachsen,WerteUnion,,,,
2025-02-23,Niedersachsen,WiR2020,,,,
2025-02-23,Niedersachsen,Sonstige Parteien,6012.0,0.1,,
2025-02-23,Nordrhein-Westfalen,Christlich Demokratische Union Deutschlands,3566853.0,34.0,3170627.0,30.1
2025-02-23,Nordrhein-Westfalen,Alternative für Deutschland,1720896.0,16.4,1770379.0,16.8
2025-02-23,Nordrhein-Westfalen,Sozialdemokratische Partei Deutschlands,2633792.0,25.1,2108434.0,20.0
2025-02-23,Nordrhein-Westfalen,BÜNDNIS 90/DIE GRÜNEN,1230253.0,11.7,1300901.0,12.4
2025-02-23,Nordrhein-Westfalen,Die Linke,714177.0,6.8,877123.0,8.3
2025-02-23,Nordrhein-Westfalen,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Nordrhein-Westfalen,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Nordrhein-Westfalen,Allianz Deutscher Demokraten,,,,
2025-02-23,Nordrhein-Westfalen,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Nordrhein-Westfalen,Basisdemokratische Partei Deutschland,,,22219.0,0.2
2025-02-23,Nordrhein-Westfalen,Bayernpartei,,,,
2025-02-23,Nordrhein-Westfalen,"bergpartei, die überpartei",,,,
2025-02-23,Nordrhein-Westfalen,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,113892.0,1.1,52891.0,0.5
2025-02-23,Nordrhein-Westfalen,Bund für Gesamtdeutschland,,,,
2025-02-23,Nordrhein-Westfalen,Bündnis 21/RRP,,,,
2025-02-23,Nordrhein-Westfalen,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Nordrhein-Westfalen,BÜNDNIS DEUTSCHLAND,16093.0,0.2,13669.0,0.1
2025-02-23,Nordrhein-Westfalen,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Nordrhein-Westfalen,Bündnis Grundeinkommen,,,,
2025-02-23,Nordrhein-Westfalen,Bündnis Sahra Wagenknecht,6515.0,0.1,432911.0,4.1
2025-02-23,Nordrhein-Westfalen,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Nordrhein-Westfalen,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Nordrhein-Westfalen,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Nordrhein-Westfalen,Demokratie in Bewegung,,,,
2025-02-23,Nordrhein-Westfalen,DER DRITTE WEG,,,,
2025-02-23,Nordrhein-Westfalen,Deutsche Kommunistische Partei,,,,
2025-02-23,Nordrhein-Westfalen,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Nordrhein-Westfalen,Deutsche Mitte,,,,
2025-02-23,Nordrhein-Westfalen,Die Einheit,,,,
2025-02-23,Nordrhein-Westfalen,Die Gerechtigkeitspartei - Team Todenhöfer,5089.0,0.0,20021.0,0.2
2025-02-23,Nordrhein-Westfalen,Die Grauen - Für alle Generationen,,,,
2025-02-23,Nordrhein-Westfalen,Die Heimat,,,,
2025-02-23,Nordrhein-Westfalen,Die Partei,33497.0,0.3,59077.0,0.6
2025-02-23,Nordrhein-Westfalen,DIE RECHTE,,,,
2025-02-23,Nordrhein-Westfalen,DIE REPUBLIKANER,,,,
2025-02-23,Nordrhein-Westfalen,DIE SONSTIGEN,,,,
2025-02-23,Nordrhein-Westfalen,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Nordrhein-Westfalen,Die Violetten,,,,
2025-02-23,Nordrhein-Westfalen,diePinken/BÜNDNIS21,,,,
2025-02-23,Nordrhein-Westfalen,Europäische Partei LIEBE,,,,
2025-02-23,Nordrhein-Westfalen,Familien-Partei Deutschlands,,,,
2025-02-23,Nordrhein-Westfalen,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Nordrhein-Westfalen,Freie Demokratische Partei,349157.0,3.3,462446.0,4.4
2025-02-23,Nordrhein-Westfalen,FREIE WÄHLER,,,,
2025-02-23,Nordrhein-Westfalen,Gartenpartei,,,,
2025-02-23,Nordrhein-Westfalen,Graue Panther,,,,
2025-02-23,Nordrhein-Westfalen,Klimaliste Baden-Württemberg,,,,
2025-02-23,Nordrhein-Westfalen,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Nordrhein-Westfalen,Liberal-Konservative Reformer,,,,
2025-02-23,Nordrhein-Westfalen,Lobbyisten für Kinder,,,,
2025-02-23,Nordrhein-Westfalen,Marxistisch-Leninistische Partei Deutschlands,7435.0,0.1,4045.0,0.0
2025-02-23,Nordrhein-Westfalen,Menschliche Welt,,,,
2025-02-23,Nordrhein-Westfalen,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,4295.0,0.0
2025-02-23,Nordrhein-Westfalen,Mieterpartei,,,,
2025-02-23,Nordrhein-Westfalen,Nein!-Idee,,,,
2025-02-23,Nordrhein-Westfalen,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Nordrhein-Westfalen,Ökologisch-Demokratische Partei,,,,
2025-02-23,Nordrhein-Westfalen,Partei Bibeltreuer Christen,,,,
2025-02-23,Nordrhein-Westfalen,Partei der Humanisten,,,,
2025-02-23,Nordrhein-Westfalen,Partei der Nichtwähler,,,,
2025-02-23,Nordrhein-Westfalen,Partei der Vernunft,,,,
2025-02-23,Nordrhein-Westfalen,Partei des Fortschritts,1282.0,0.0,17965.0,0.2
2025-02-23,Nordrhein-Westfalen,Partei für Verjüngungsforschung,,,,
2025-02-23,Nordrhein-Westfalen,PARTEI MENSCH UMWELT TIERSCHUTZ,,,133480.0,1.3
2025-02-23,Nordrhein-Westfalen,Piratenpartei Deutschland,,,,
2025-02-23,Nordrhein-Westfalen,RENTNER Partei Deutschland,,,,
2025-02-23,Nordrhein-Westfalen,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Nordrhein-Westfalen,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Nordrhein-Westfalen,Südschleswigscher Wählerverband,,,,
2025-02-23,Nordrhein-Westfalen,Thüringer Heimatpartei,,,,
2025-02-23,Nordrhein-Westfalen,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Nordrhein-Westfalen,Volt Deutschland,79713.0,0.8,68915.0,0.7
2025-02-23,Nordrhein-Westfalen,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
